umur_alat,jam_operasional,kondisi_terakhir,jumlah_perbaikan,lokasi_operasi,jenis_alat,label_risiko
22,5211,Baik,2,Risiko Rendah,Motor Grader,Risiko Tinggi
21,4190,Dalam Perbaikan,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
11,2375,Rusak,10,Risiko Rendah,Lainnya,Risiko Sedang
11,3009,Dalam Perbaikan,4,Risiko Sedang,Forklift,Risiko Sedang
4,6552,Baik,7,Risiko Sedang,Forklift,Risiko Tinggi
22,229,Rusak,7,Risiko Rendah,Lainnya,Risiko Tinggi
14,90,Dalam Perbaikan,4,Risiko Rendah,Lainnya,Risiko Tinggi
12,349,Rusak,2,Risiko Sedang,Wheel Loader,Risiko Sedang
18,74,Baik,5,Risiko Tinggi,Dump Truck,Risiko Tinggi
20,2857,Dalam Perbaikan,8,Risiko Sedang,Dump Truck,Risiko Tinggi
24,1429,Dalam Perbaikan,2,Risiko Sedang,Lainnya,Risiko Tinggi
16,3764,Dalam Perbaikan,2,Risiko Sedang,Compactor,Risiko Tinggi
14,558,Dalam Perbaikan,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
7,5398,Baik,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
2,5397,Dalam Perbaikan,4,Risiko Rendah,Crane,Risiko Tinggi
8,7824,Dalam Perbaikan,5,Risiko Tinggi,Lainnya,Risiko Tinggi
0,3307,Baik,0,Risiko Rendah,Bulldozer,Risiko Rendah
19,790,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
16,6225,Baik,3,Risiko Rendah,Bulldozer,Risiko Tinggi
3,7311,Rusak,6,Risiko Rendah,Excavator,Risiko Tinggi
7,2051,Baik,0,Risiko Tinggi,Backhoe Loader,Risiko Rendah
12,6253,Rusak,9,Risiko Tinggi,Excavator,Risiko Tinggi
21,2630,Baik,7,Risiko Sedang,Bulldozer,Risiko Tinggi
6,4700,Dalam Perbaikan,3,Risiko Rendah,Compactor,Risiko Rendah
11,3584,Dalam Perbaikan,4,Risiko Rendah,Motor Grader,Risiko Sedang
3,1327,Rusak,8,Risiko Rendah,Backhoe Loader,Risiko Rendah
8,198,Dalam Perbaikan,10,Risiko Rendah,Motor Grader,Risiko Sedang
25,6635,Baik,0,Risiko Sedang,Forklift,Risiko Tinggi
8,4477,Baik,5,Risiko Rendah,Dump Truck,Risiko Sedang
11,1557,Baik,9,Risiko Sedang,Dump Truck,Risiko Rendah
15,2920,Dalam Perbaikan,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
12,3502,Dalam Perbaikan,6,Risiko Rendah,Lainnya,Risiko Sedang
24,1041,Dalam Perbaikan,4,Risiko Rendah,Backhoe Loader,Risiko Tinggi
11,1888,Baik,9,Risiko Tinggi,Crane,Risiko Sedang
26,1835,Rusak,4,Risiko Sedang,Crane,Risiko Tinggi
24,7147,Baik,4,Risiko Rendah,Dump Truck,Risiko Tinggi
8,1977,Dalam Perbaikan,9,Risiko Tinggi,Compactor,Risiko Sedang
14,5067,Baik,8,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
8,3858,Rusak,10,Risiko Rendah,Excavator,Risiko Sedang
16,3452,Rusak,3,Risiko Sedang,Excavator,Risiko Tinggi
22,1673,Dalam Perbaikan,5,Risiko Tinggi,Excavator,Risiko Tinggi
19,4043,Baik,9,Risiko Tinggi,Excavator,Risiko Tinggi
15,579,Rusak,9,Risiko Tinggi,Lainnya,Risiko Tinggi
24,7270,Dalam Perbaikan,7,Risiko Rendah,Compactor,Risiko Tinggi
3,341,Baik,0,Risiko Sedang,Dump Truck,Risiko Rendah
19,5327,Rusak,6,Risiko Sedang,Compactor,Risiko Tinggi
1,6961,Baik,0,Risiko Rendah,Excavator,Risiko Tinggi
2,6404,Baik,8,Risiko Tinggi,Forklift,Risiko Tinggi
5,5600,Dalam Perbaikan,0,Risiko Tinggi,Wheel Loader,Risiko Tinggi
25,3171,Rusak,2,Risiko Sedang,Forklift,Risiko Tinggi
9,1128,Baik,7,Risiko Rendah,Lainnya,Risiko Rendah
15,2881,Baik,5,Risiko Sedang,Excavator,Risiko Tinggi
19,1900,Baik,9,Risiko Rendah,Motor Grader,Risiko Tinggi
13,6123,Dalam Perbaikan,9,Risiko Rendah,Excavator,Risiko Tinggi
3,2047,Baik,1,Risiko Rendah,Bulldozer,Risiko Rendah
12,1479,Rusak,0,Risiko Sedang,Crane,Risiko Sedang
7,5367,Baik,4,Risiko Rendah,Lainnya,Risiko Tinggi
14,3921,Dalam Perbaikan,1,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
24,2049,Dalam Perbaikan,3,Risiko Sedang,Crane,Risiko Tinggi
19,3633,Dalam Perbaikan,4,Risiko Sedang,Dump Truck,Risiko Tinggi
17,7118,Dalam Perbaikan,3,Risiko Tinggi,Compactor,Risiko Tinggi
16,5716,Dalam Perbaikan,8,Risiko Rendah,Excavator,Risiko Tinggi
15,7376,Rusak,9,Risiko Sedang,Compactor,Risiko Tinggi
24,1667,Baik,8,Risiko Rendah,Compactor,Risiko Tinggi
3,4529,Baik,1,Risiko Sedang,Bulldozer,Risiko Rendah
25,1925,Dalam Perbaikan,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
23,174,Rusak,0,Risiko Sedang,Compactor,Risiko Tinggi
8,3147,Rusak,1,Risiko Rendah,Compactor,Risiko Sedang
7,3145,Rusak,0,Risiko Sedang,Forklift,Risiko Sedang
12,363,Baik,3,Risiko Sedang,Bulldozer,Risiko Rendah
5,3531,Dalam Perbaikan,0,Risiko Tinggi,Compactor,Risiko Rendah
25,4436,Rusak,0,Risiko Tinggi,Crane,Risiko Tinggi
0,7433,Rusak,9,Risiko Rendah,Excavator,Risiko Tinggi
16,5945,Dalam Perbaikan,6,Risiko Sedang,Excavator,Risiko Tinggi
1,894,Dalam Perbaikan,6,Risiko Tinggi,Compactor,Risiko Rendah
9,3797,Rusak,9,Risiko Tinggi,Lainnya,Risiko Sedang
2,4250,Rusak,2,Risiko Sedang,Wheel Loader,Risiko Sedang
3,7574,Baik,2,Risiko Rendah,Compactor,Risiko Tinggi
1,5591,Rusak,1,Risiko Rendah,Dump Truck,Risiko Tinggi
17,2765,Dalam Perbaikan,6,Risiko Rendah,Lainnya,Risiko Tinggi
18,2963,Rusak,10,Risiko Sedang,Lainnya,Risiko Tinggi
26,1018,Rusak,9,Risiko Tinggi,Crane,Risiko Tinggi
0,2166,Baik,7,Risiko Sedang,Excavator,Risiko Rendah
12,72,Rusak,0,Risiko Sedang,Wheel Loader,Risiko Sedang
6,6916,Dalam Perbaikan,3,Risiko Sedang,Excavator,Risiko Tinggi
8,7690,Baik,4,Risiko Tinggi,Dump Truck,Risiko Tinggi
16,7809,Baik,7,Risiko Rendah,Compactor,Risiko Tinggi
2,6444,Rusak,4,Risiko Sedang,Bulldozer,Risiko Tinggi
19,5163,Baik,2,Risiko Tinggi,Excavator,Risiko Tinggi
19,937,Dalam Perbaikan,0,Risiko Rendah,Dump Truck,Risiko Tinggi
12,4750,Rusak,0,Risiko Tinggi,Motor Grader,Risiko Sedang
25,7796,Dalam Perbaikan,4,Risiko Sedang,Excavator,Risiko Tinggi
5,6921,Rusak,8,Risiko Tinggi,Excavator,Risiko Tinggi
7,1922,Rusak,1,Risiko Rendah,Dump Truck,Risiko Rendah
12,927,Dalam Perbaikan,1,Risiko Rendah,Motor Grader,Risiko Rendah
16,4672,Rusak,10,Risiko Sedang,Backhoe Loader,Risiko Tinggi
6,3493,Rusak,2,Risiko Rendah,Crane,Risiko Sedang
7,6456,Rusak,5,Risiko Sedang,Crane,Risiko Tinggi
11,7720,Rusak,9,Risiko Rendah,Bulldozer,Risiko Tinggi
15,365,Rusak,2,Risiko Tinggi,Excavator,Risiko Tinggi
23,4989,Baik,5,Risiko Tinggi,Dump Truck,Risiko Tinggi
1,4763,Dalam Perbaikan,5,Risiko Rendah,Forklift,Risiko Rendah
0,4773,Baik,10,Risiko Tinggi,Bulldozer,Risiko Sedang
14,6247,Dalam Perbaikan,1,Risiko Rendah,Motor Grader,Risiko Tinggi
8,4124,Dalam Perbaikan,10,Risiko Tinggi,Forklift,Risiko Sedang
9,6005,Baik,8,Risiko Rendah,Lainnya,Risiko Tinggi
11,5400,Dalam Perbaikan,8,Risiko Sedang,Crane,Risiko Tinggi
18,1597,Dalam Perbaikan,4,Risiko Rendah,Crane,Risiko Tinggi
19,6545,Rusak,3,Risiko Sedang,Crane,Risiko Tinggi
3,7965,Baik,3,Risiko Sedang,Forklift,Risiko Tinggi
15,652,Rusak,8,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
15,5352,Rusak,9,Risiko Rendah,Wheel Loader,Risiko Tinggi
1,3431,Baik,9,Risiko Rendah,Dump Truck,Risiko Rendah
19,6360,Rusak,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
7,2132,Rusak,5,Risiko Sedang,Backhoe Loader,Risiko Rendah
24,3346,Rusak,8,Risiko Rendah,Lainnya,Risiko Tinggi
11,5182,Baik,2,Risiko Sedang,Excavator,Risiko Tinggi
21,989,Rusak,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
3,827,Baik,0,Risiko Sedang,Excavator,Risiko Rendah
4,1367,Baik,2,Risiko Tinggi,Dump Truck,Risiko Rendah
14,7407,Rusak,5,Risiko Rendah,Forklift,Risiko Tinggi
4,4562,Baik,4,Risiko Rendah,Crane,Risiko Rendah
0,7359,Rusak,9,Risiko Tinggi,Lainnya,Risiko Tinggi
23,5916,Baik,1,Risiko Tinggi,Crane,Risiko Tinggi
12,7460,Rusak,10,Risiko Sedang,Forklift,Risiko Tinggi
17,6206,Rusak,2,Risiko Tinggi,Bulldozer,Risiko Tinggi
3,6274,Dalam Perbaikan,8,Risiko Rendah,Bulldozer,Risiko Tinggi
26,4862,Dalam Perbaikan,5,Risiko Tinggi,Wheel Loader,Risiko Tinggi
14,2625,Rusak,2,Risiko Tinggi,Lainnya,Risiko Tinggi
18,7739,Baik,3,Risiko Sedang,Wheel Loader,Risiko Tinggi
16,395,Dalam Perbaikan,8,Risiko Tinggi,Lainnya,Risiko Tinggi
10,6914,Rusak,4,Risiko Sedang,Forklift,Risiko Tinggi
16,6203,Baik,2,Risiko Rendah,Motor Grader,Risiko Tinggi
13,4252,Rusak,9,Risiko Tinggi,Crane,Risiko Tinggi
23,2845,Rusak,2,Risiko Rendah,Compactor,Risiko Tinggi
18,3986,Rusak,3,Risiko Rendah,Compactor,Risiko Tinggi
18,4965,Baik,3,Risiko Tinggi,Compactor,Risiko Tinggi
22,786,Baik,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
26,4902,Baik,8,Risiko Tinggi,Motor Grader,Risiko Tinggi
26,4000,Baik,5,Risiko Rendah,Compactor,Risiko Tinggi
8,3493,Dalam Perbaikan,7,Risiko Tinggi,Bulldozer,Risiko Sedang
0,3717,Rusak,1,Risiko Tinggi,Backhoe Loader,Risiko Sedang
12,7281,Rusak,7,Risiko Sedang,Backhoe Loader,Risiko Tinggi
22,2281,Dalam Perbaikan,10,Risiko Rendah,Crane,Risiko Tinggi
1,647,Dalam Perbaikan,3,Risiko Tinggi,Backhoe Loader,Risiko Rendah
16,1283,Dalam Perbaikan,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
6,6025,Dalam Perbaikan,10,Risiko Rendah,Crane,Risiko Tinggi
25,3550,Baik,8,Risiko Sedang,Motor Grader,Risiko Tinggi
0,4572,Dalam Perbaikan,10,Risiko Rendah,Excavator,Risiko Sedang
19,1121,Dalam Perbaikan,6,Risiko Rendah,Motor Grader,Risiko Tinggi
18,3851,Baik,7,Risiko Rendah,Wheel Loader,Risiko Tinggi
17,1079,Baik,10,Risiko Rendah,Dump Truck,Risiko Tinggi
3,6139,Baik,0,Risiko Sedang,Backhoe Loader,Risiko Tinggi
11,4568,Dalam Perbaikan,3,Risiko Tinggi,Bulldozer,Risiko Sedang
25,3425,Dalam Perbaikan,4,Risiko Tinggi,Forklift,Risiko Tinggi
6,4783,Baik,10,Risiko Sedang,Wheel Loader,Risiko Rendah
10,5381,Baik,4,Risiko Rendah,Compactor,Risiko Tinggi
5,3973,Rusak,10,Risiko Sedang,Lainnya,Risiko Sedang
15,4451,Rusak,4,Risiko Rendah,Motor Grader,Risiko Tinggi
23,7888,Rusak,6,Risiko Sedang,Crane,Risiko Tinggi
19,5426,Rusak,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
16,5411,Baik,5,Risiko Tinggi,Forklift,Risiko Tinggi
4,1049,Rusak,7,Risiko Tinggi,Forklift,Risiko Sedang
5,1923,Baik,4,Risiko Sedang,Dump Truck,Risiko Rendah
20,7289,Rusak,0,Risiko Tinggi,Crane,Risiko Tinggi
18,5529,Rusak,6,Risiko Sedang,Wheel Loader,Risiko Tinggi
13,3265,Rusak,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
3,1793,Rusak,10,Risiko Rendah,Compactor,Risiko Rendah
12,3357,Baik,9,Risiko Rendah,Dump Truck,Risiko Sedang
20,6386,Dalam Perbaikan,1,Risiko Tinggi,Lainnya,Risiko Tinggi
16,1058,Dalam Perbaikan,8,Risiko Rendah,Excavator,Risiko Tinggi
1,3106,Baik,5,Risiko Sedang,Dump Truck,Risiko Rendah
24,5365,Baik,8,Risiko Rendah,Crane,Risiko Tinggi
9,1625,Baik,8,Risiko Sedang,Motor Grader,Risiko Rendah
17,6564,Baik,5,Risiko Sedang,Forklift,Risiko Tinggi
20,4529,Dalam Perbaikan,3,Risiko Rendah,Excavator,Risiko Tinggi
26,6185,Dalam Perbaikan,1,Risiko Tinggi,Forklift,Risiko Tinggi
1,3972,Baik,2,Risiko Sedang,Compactor,Risiko Rendah
26,1884,Dalam Perbaikan,3,Risiko Rendah,Compactor,Risiko Tinggi
3,1012,Rusak,10,Risiko Sedang,Bulldozer,Risiko Sedang
0,6066,Rusak,1,Risiko Rendah,Backhoe Loader,Risiko Tinggi
10,5915,Dalam Perbaikan,6,Risiko Rendah,Excavator,Risiko Tinggi
3,6801,Dalam Perbaikan,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
3,4818,Rusak,3,Risiko Tinggi,Compactor,Risiko Sedang
1,2651,Rusak,8,Risiko Tinggi,Excavator,Risiko Sedang
17,2245,Rusak,3,Risiko Rendah,Compactor,Risiko Tinggi
6,4720,Rusak,6,Risiko Sedang,Forklift,Risiko Sedang
24,1820,Rusak,8,Risiko Sedang,Wheel Loader,Risiko Tinggi
17,7435,Dalam Perbaikan,8,Risiko Tinggi,Motor Grader,Risiko Tinggi
14,141,Rusak,6,Risiko Sedang,Dump Truck,Risiko Tinggi
4,887,Rusak,3,Risiko Tinggi,Excavator,Risiko Sedang
14,6317,Baik,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
8,892,Dalam Perbaikan,4,Risiko Sedang,Bulldozer,Risiko Sedang
1,5160,Baik,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
20,7084,Rusak,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
22,3302,Dalam Perbaikan,7,Risiko Tinggi,Lainnya,Risiko Tinggi
2,1904,Baik,7,Risiko Sedang,Forklift,Risiko Rendah
17,6066,Rusak,2,Risiko Rendah,Crane,Risiko Tinggi
4,4631,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Rendah
4,1713,Dalam Perbaikan,7,Risiko Tinggi,Wheel Loader,Risiko Rendah
16,7860,Dalam Perbaikan,3,Risiko Sedang,Wheel Loader,Risiko Tinggi
4,3956,Dalam Perbaikan,8,Risiko Tinggi,Backhoe Loader,Risiko Sedang
23,3487,Dalam Perbaikan,1,Risiko Sedang,Bulldozer,Risiko Tinggi
2,111,Baik,8,Risiko Tinggi,Backhoe Loader,Risiko Rendah
21,1616,Rusak,1,Risiko Rendah,Forklift,Risiko Tinggi
11,1398,Dalam Perbaikan,8,Risiko Sedang,Bulldozer,Risiko Sedang
3,7161,Dalam Perbaikan,6,Risiko Sedang,Excavator,Risiko Tinggi
17,963,Rusak,4,Risiko Tinggi,Compactor,Risiko Tinggi
10,2640,Dalam Perbaikan,5,Risiko Tinggi,Bulldozer,Risiko Sedang
22,2377,Dalam Perbaikan,10,Risiko Rendah,Lainnya,Risiko Tinggi
4,3041,Dalam Perbaikan,9,Risiko Sedang,Wheel Loader,Risiko Sedang
12,1725,Rusak,2,Risiko Rendah,Dump Truck,Risiko Rendah
4,6794,Rusak,0,Risiko Sedang,Forklift,Risiko Tinggi
21,1231,Rusak,1,Risiko Rendah,Compactor,Risiko Tinggi
4,1537,Baik,1,Risiko Tinggi,Wheel Loader,Risiko Rendah
16,775,Baik,9,Risiko Sedang,Lainnya,Risiko Tinggi
21,546,Rusak,10,Risiko Tinggi,Motor Grader,Risiko Tinggi
15,5151,Baik,3,Risiko Sedang,Compactor,Risiko Tinggi
0,7467,Rusak,9,Risiko Tinggi,Compactor,Risiko Tinggi
15,5115,Rusak,4,Risiko Tinggi,Dump Truck,Risiko Tinggi
6,5401,Baik,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
23,5985,Baik,4,Risiko Rendah,Compactor,Risiko Tinggi
8,838,Baik,8,Risiko Tinggi,Forklift,Risiko Sedang
16,4715,Dalam Perbaikan,9,Risiko Sedang,Lainnya,Risiko Tinggi
5,7448,Rusak,3,Risiko Rendah,Excavator,Risiko Tinggi
1,1899,Baik,1,Risiko Tinggi,Bulldozer,Risiko Rendah
22,1350,Rusak,0,Risiko Sedang,Backhoe Loader,Risiko Tinggi
25,1122,Dalam Perbaikan,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
16,2478,Dalam Perbaikan,1,Risiko Rendah,Dump Truck,Risiko Tinggi
14,3090,Rusak,7,Risiko Sedang,Compactor,Risiko Tinggi
0,4276,Rusak,8,Risiko Rendah,Lainnya,Risiko Sedang
0,1752,Baik,10,Risiko Sedang,Bulldozer,Risiko Rendah
0,3581,Dalam Perbaikan,7,Risiko Sedang,Compactor,Risiko Sedang
5,985,Dalam Perbaikan,6,Risiko Tinggi,Crane,Risiko Rendah
21,207,Rusak,7,Risiko Tinggi,Crane,Risiko Tinggi
3,3474,Baik,9,Risiko Tinggi,Motor Grader,Risiko Sedang
14,3065,Baik,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
15,4309,Baik,0,Risiko Tinggi,Compactor,Risiko Tinggi
16,770,Rusak,4,Risiko Tinggi,Excavator,Risiko Tinggi
7,2236,Baik,10,Risiko Sedang,Wheel Loader,Risiko Rendah
14,359,Dalam Perbaikan,4,Risiko Sedang,Excavator,Risiko Tinggi
8,6744,Baik,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
11,1423,Rusak,10,Risiko Tinggi,Backhoe Loader,Risiko Sedang
25,3027,Baik,9,Risiko Tinggi,Bulldozer,Risiko Tinggi
4,6030,Baik,2,Risiko Rendah,Forklift,Risiko Tinggi
0,6928,Baik,0,Risiko Sedang,Excavator,Risiko Tinggi
16,798,Dalam Perbaikan,4,Risiko Rendah,Lainnya,Risiko Tinggi
3,136,Rusak,10,Risiko Sedang,Bulldozer,Risiko Sedang
8,5915,Rusak,8,Risiko Rendah,Forklift,Risiko Tinggi
13,6862,Dalam Perbaikan,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
20,6758,Dalam Perbaikan,2,Risiko Tinggi,Compactor,Risiko Tinggi
24,1413,Rusak,0,Risiko Sedang,Lainnya,Risiko Tinggi
20,5641,Dalam Perbaikan,6,Risiko Rendah,Excavator,Risiko Tinggi
17,2242,Dalam Perbaikan,5,Risiko Rendah,Crane,Risiko Tinggi
12,4654,Dalam Perbaikan,1,Risiko Tinggi,Wheel Loader,Risiko Sedang
24,952,Baik,2,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
21,2600,Dalam Perbaikan,10,Risiko Rendah,Bulldozer,Risiko Tinggi
1,85,Baik,10,Risiko Sedang,Wheel Loader,Risiko Rendah
24,7186,Dalam Perbaikan,3,Risiko Sedang,Motor Grader,Risiko Tinggi
3,6191,Dalam Perbaikan,2,Risiko Sedang,Excavator,Risiko Tinggi
14,5782,Rusak,2,Risiko Sedang,Bulldozer,Risiko Tinggi
8,2584,Rusak,3,Risiko Rendah,Compactor,Risiko Sedang
20,1450,Rusak,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
18,757,Rusak,5,Risiko Tinggi,Crane,Risiko Tinggi
15,6327,Dalam Perbaikan,8,Risiko Sedang,Bulldozer,Risiko Tinggi
25,7779,Dalam Perbaikan,6,Risiko Rendah,Dump Truck,Risiko Tinggi
8,1725,Dalam Perbaikan,6,Risiko Sedang,Compactor,Risiko Sedang
20,2803,Dalam Perbaikan,8,Risiko Tinggi,Compactor,Risiko Tinggi
24,4204,Baik,4,Risiko Rendah,Wheel Loader,Risiko Tinggi
18,257,Baik,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
11,1145,Rusak,9,Risiko Sedang,Crane,Risiko Sedang
8,3095,Dalam Perbaikan,9,Risiko Rendah,Crane,Risiko Sedang
4,856,Dalam Perbaikan,5,Risiko Rendah,Bulldozer,Risiko Rendah
13,3895,Rusak,5,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
21,7480,Rusak,4,Risiko Rendah,Wheel Loader,Risiko Tinggi
9,1525,Baik,7,Risiko Tinggi,Wheel Loader,Risiko Sedang
8,4718,Dalam Perbaikan,6,Risiko Tinggi,Forklift,Risiko Sedang
11,6832,Baik,4,Risiko Tinggi,Crane,Risiko Tinggi
7,2767,Rusak,10,Risiko Sedang,Compactor,Risiko Sedang
25,7952,Baik,8,Risiko Rendah,Forklift,Risiko Tinggi
13,6341,Rusak,9,Risiko Sedang,Lainnya,Risiko Tinggi
26,1343,Dalam Perbaikan,2,Risiko Sedang,Lainnya,Risiko Tinggi
4,7723,Dalam Perbaikan,3,Risiko Tinggi,Bulldozer,Risiko Tinggi
22,5434,Rusak,0,Risiko Rendah,Compactor,Risiko Tinggi
1,6273,Baik,5,Risiko Sedang,Forklift,Risiko Tinggi
21,3773,Baik,10,Risiko Rendah,Motor Grader,Risiko Tinggi
21,2468,Rusak,1,Risiko Rendah,Motor Grader,Risiko Tinggi
20,3576,Baik,3,Risiko Rendah,Dump Truck,Risiko Tinggi
2,3065,Baik,7,Risiko Rendah,Crane,Risiko Rendah
23,3856,Dalam Perbaikan,10,Risiko Sedang,Motor Grader,Risiko Tinggi
11,5475,Rusak,7,Risiko Tinggi,Motor Grader,Risiko Tinggi
2,7511,Baik,6,Risiko Rendah,Crane,Risiko Tinggi
2,7661,Baik,6,Risiko Sedang,Compactor,Risiko Tinggi
0,5527,Dalam Perbaikan,6,Risiko Tinggi,Forklift,Risiko Tinggi
9,587,Rusak,7,Risiko Tinggi,Lainnya,Risiko Sedang
26,1816,Dalam Perbaikan,2,Risiko Rendah,Crane,Risiko Tinggi
15,2784,Dalam Perbaikan,0,Risiko Tinggi,Lainnya,Risiko Tinggi
2,3261,Baik,10,Risiko Rendah,Bulldozer,Risiko Rendah
11,1539,Baik,3,Risiko Sedang,Forklift,Risiko Rendah
24,2781,Rusak,10,Risiko Rendah,Forklift,Risiko Tinggi
22,2334,Rusak,6,Risiko Tinggi,Wheel Loader,Risiko Tinggi
25,2138,Rusak,2,Risiko Rendah,Forklift,Risiko Tinggi
5,4238,Baik,7,Risiko Rendah,Crane,Risiko Rendah
5,6002,Baik,10,Risiko Sedang,Excavator,Risiko Tinggi
21,2613,Baik,9,Risiko Tinggi,Forklift,Risiko Tinggi
5,3724,Baik,7,Risiko Tinggi,Forklift,Risiko Sedang
13,6318,Baik,4,Risiko Sedang,Compactor,Risiko Tinggi
3,5194,Baik,9,Risiko Sedang,Dump Truck,Risiko Tinggi
15,6397,Rusak,5,Risiko Tinggi,Crane,Risiko Tinggi
23,6434,Baik,6,Risiko Tinggi,Forklift,Risiko Tinggi
5,655,Baik,0,Risiko Sedang,Lainnya,Risiko Rendah
18,1618,Dalam Perbaikan,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
13,397,Rusak,4,Risiko Rendah,Backhoe Loader,Risiko Tinggi
11,3770,Rusak,0,Risiko Tinggi,Crane,Risiko Sedang
18,3487,Rusak,10,Risiko Sedang,Excavator,Risiko Tinggi
9,2189,Baik,4,Risiko Sedang,Forklift,Risiko Rendah
26,3659,Rusak,4,Risiko Tinggi,Excavator,Risiko Tinggi
7,914,Rusak,0,Risiko Tinggi,Forklift,Risiko Rendah
19,1435,Baik,8,Risiko Rendah,Bulldozer,Risiko Tinggi
3,1184,Dalam Perbaikan,7,Risiko Sedang,Compactor,Risiko Rendah
15,7961,Rusak,9,Risiko Rendah,Dump Truck,Risiko Tinggi
8,3755,Baik,1,Risiko Sedang,Crane,Risiko Sedang
25,1202,Dalam Perbaikan,10,Risiko Rendah,Forklift,Risiko Tinggi
10,5942,Baik,5,Risiko Tinggi,Compactor,Risiko Tinggi
13,3282,Baik,2,Risiko Tinggi,Compactor,Risiko Tinggi
3,5348,Dalam Perbaikan,1,Risiko Sedang,Backhoe Loader,Risiko Tinggi
1,1569,Dalam Perbaikan,4,Risiko Sedang,Lainnya,Risiko Rendah
10,4416,Baik,0,Risiko Sedang,Lainnya,Risiko Rendah
11,1762,Rusak,4,Risiko Tinggi,Bulldozer,Risiko Sedang
18,4108,Dalam Perbaikan,0,Risiko Tinggi,Forklift,Risiko Tinggi
21,5555,Rusak,4,Risiko Rendah,Forklift,Risiko Tinggi
20,153,Rusak,10,Risiko Rendah,Compactor,Risiko Tinggi
18,3788,Dalam Perbaikan,10,Risiko Sedang,Backhoe Loader,Risiko Tinggi
19,1841,Baik,5,Risiko Rendah,Backhoe Loader,Risiko Tinggi
7,2357,Dalam Perbaikan,9,Risiko Sedang,Lainnya,Risiko Rendah
13,5200,Dalam Perbaikan,5,Risiko Tinggi,Forklift,Risiko Tinggi
11,7617,Dalam Perbaikan,0,Risiko Sedang,Crane,Risiko Tinggi
16,2837,Rusak,2,Risiko Sedang,Wheel Loader,Risiko Tinggi
20,4360,Dalam Perbaikan,2,Risiko Tinggi,Forklift,Risiko Tinggi
18,3300,Baik,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
6,3985,Dalam Perbaikan,5,Risiko Rendah,Motor Grader,Risiko Rendah
3,4338,Rusak,4,Risiko Sedang,Crane,Risiko Sedang
12,5525,Rusak,0,Risiko Rendah,Lainnya,Risiko Tinggi
8,1365,Dalam Perbaikan,5,Risiko Tinggi,Forklift,Risiko Sedang
13,6266,Baik,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
19,3074,Dalam Perbaikan,2,Risiko Sedang,Lainnya,Risiko Tinggi
23,794,Rusak,3,Risiko Rendah,Backhoe Loader,Risiko Tinggi
8,2370,Baik,2,Risiko Tinggi,Forklift,Risiko Rendah
9,3346,Rusak,3,Risiko Sedang,Lainnya,Risiko Sedang
18,2616,Rusak,10,Risiko Rendah,Crane,Risiko Tinggi
10,4387,Dalam Perbaikan,6,Risiko Rendah,Forklift,Risiko Sedang
11,6199,Rusak,4,Risiko Sedang,Bulldozer,Risiko Tinggi
21,3277,Rusak,0,Risiko Tinggi,Crane,Risiko Tinggi
2,3801,Dalam Perbaikan,2,Risiko Tinggi,Backhoe Loader,Risiko Rendah
14,4752,Dalam Perbaikan,6,Risiko Sedang,Forklift,Risiko Tinggi
20,5213,Baik,9,Risiko Rendah,Bulldozer,Risiko Tinggi
7,5078,Dalam Perbaikan,1,Risiko Tinggi,Lainnya,Risiko Tinggi
3,3348,Baik,5,Risiko Tinggi,Motor Grader,Risiko Rendah
21,4663,Dalam Perbaikan,7,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
15,186,Dalam Perbaikan,9,Risiko Tinggi,Forklift,Risiko Tinggi
